"datestamp","pop.group","displ.num","arrive.to_mun.pcode","arrive.to_mun.name","arrive.to_pro.pcode","arrive.to_pro.name","depart.from_mun.pcode","depart.from_mun.name","depart.from_pro.pcode","depart.from_pro.name","pull.ImproveEconomy","pull.ImproveSecurity","push.WorseEconomy","push.WorseSecurity","pull.ProtectAssets","push.SocialCulturIssues","push.ForcedReturn","push.LackServices","push.Evacuation","push.Other","pull.AvailServices","pull.AccHumanitarian","pull.SocialCulturIssues","pull.InTransit","pull.NoOption","pull.Other"
2017-04-01,"return",27.5,"LEG","Legazpi","ILI","Iloilo","MNL","Manila","NCR","Manila",1,1,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"VIC","Victoria","ILI","Iloilo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"VIC","Victoria","ILI","Iloilo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",137.5,"NAC","Nagcarlan","ILI","Iloilo","HNG","Hinigaran","ILI","Iloilo",2,0,1,0,NA,NA,NA,1,0,0,2,0.5,1,0,0,0
2017-04-01,"idp",220,"NAC","Nagcarlan","ILI","Iloilo","DPG","Dinapigue","ILI","Iloilo",2,0,2,0,NA,NA,NA,1,0,0,1,0,1,0,0,0
2017-04-01,"return",217.25,"NAC","Nagcarlan","ILI","Iloilo","abroad","abroad","abroad","abroad",1,0,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",165,"NAC","Nagcarlan","ILI","Iloilo","MNL","Manila","NCR","Manila",0,0,2,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",27.5,"VTO","Vito","ILI","Iloilo","NAL","Nalungga","ILI","Iloilo",1.5,0,1.5,0,NA,NA,NA,1.5,0,0,2,0,1.5,0,0,0
2017-04-01,"idp",30.25,"VTO","Vito","ILI","Iloilo","BOR","Boracay","SUN","Surigao",2,0.5,2,0,NA,NA,NA,2,0,0,1.5,0,0.5,0,0,0
2017-04-01,"idp",33,"VTO","Vito","ILI","Iloilo","ARY","Arayat","SUN","Surigao",1,1,2,1,NA,NA,NA,2,0,0,2,0,1.5,0,0,0
2017-04-01,"idp",13.75,"VTO","Vito","ILI","Iloilo","TON","Tubigon","BOH","Bohol",2,1,2,0,NA,NA,NA,2,0,0,2,0,0,0,0,0
2017-04-01,"return",35.75,"VTO","Vito","ILI","Iloilo","abroad","abroad","abroad","abroad",1,0,2,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",55,"BOR","Boracay","SUN","Surigao","MNL","Manila","NCR","Manila",2,0,2,0,NA,NA,NA,0,0,2,0,0,0,0,2,0
2017-04-01,"idp",192.5,"BOR","Boracay","SUN","Surigao","HNG","Hinigaran","ILI","Iloilo",2,0,2,0,NA,NA,NA,0,0,2,0,0,0.5,0,2,1
2017-04-01,"idp",96.25,"BOR","Boracay","SUN","Surigao","TAL","Talibon","BOH","Bohol",2,0,2,0,NA,NA,NA,1,0,2,1,0,1,0,0,2
2017-04-01,"return",1801.25,"BOR","Boracay","SUN","Surigao","MNL","Manila","NCR","Manila",1,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",288.75,"BOR","Boracay","SUN","Surigao","LPO","Lopez","SUN","Surigao",1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",44,"LPO","Lopez","SUN","Surigao","BNG","Bauang","SUN","Surigao",1,1,0,0,NA,NA,NA,1,0,0,1,1,0,0,0,0
2017-04-01,"idp",68.75,"LPO","Lopez","SUN","Surigao","TTO","Taganito","SUN","Surigao",1,2,1,1,NA,NA,NA,1,0,0,1,1,0,0,0,0
2017-04-01,"return",187,"LPO","Lopez","SUN","Surigao","abroad","abroad","abroad","abroad",1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",68.75,"LPO","Lopez","SUN","Surigao","HNG","Hinigaran","ILI","Iloilo",1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"BNG","Bauang","SUN","Surigao","SPB","San Pablo","ILI","Iloilo",2,0,2,1,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"idp",68.75,"BNG","Bauang","SUN","Surigao","BOR","Boracay","SUN","Surigao",2,1,2,0,NA,NA,NA,1,0,0,0,0,0,0,0,0
2017-04-01,"idp",41.25,"BNG","Bauang","SUN","Surigao","BNG","Bauang","SUN","Surigao",1,2,2,1,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"idp",33,"BNG","Bauang","SUN","Surigao","DIN","Dinalupihan","SUN","Surigao",2,1,0,1,NA,NA,NA,2,0,0,0,0,0,0,0,0
2017-04-01,"idp",55,"BNG","Bauang","SUN","Surigao","TON","Tubigon","BOH","Bohol",2,0,2,0,NA,NA,NA,0,1,0,0,0,1,0,0,0
2017-04-01,"idp",68.75,"BNG","Bauang","SUN","Surigao","LOB","Los Banos","BOH","Bohol",2,1,2,1,NA,NA,NA,1,0,0,1,0,1,0,0,0
2017-04-01,"return",137.5,"BNG","Bauang","SUN","Surigao","MNL","Manila","NCR","Manila",1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",35.75,"BNG","Bauang","SUN","Surigao","CLG","Calauag","BTG","Batangas",0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"NOR","Norzagaray","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",1100,"NOR","Norzagaray","SUN","Surigao","MNL","Manila","NCR","Manila",0,2,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",275,"NOR","Norzagaray","SUN","Surigao","DPG","Dinapigue","ILI","Iloilo",0,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",343.75,"NOR","Norzagaray","SUN","Surigao","NAC","Nagcarlan","ILI","Iloilo",0,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",247.5,"NOR","Norzagaray","SUN","Surigao","TAL","Talibon","BOH","Bohol",0,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"TGD","Tagudin","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",27.5,"TGD","Tagudin","SUN","Surigao","LPO","Lopez","SUN","Surigao",0,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"BCT","Isabela","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"BCT","Isabela","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"PPP","Pagudpud","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"PPP","Pagudpud","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"TTO","Taganito","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",1512.5,"TTO","Taganito","SUN","Surigao","MNL","Manila","NCR","Manila",1,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"DIN","Dinalupihan","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",96.25,"DIN","Dinalupihan","SUN","Surigao","PPP","Pagudpud","SUN","Surigao",1,1,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",6091.25,"DIN","Dinalupihan","SUN","Surigao","TOO","Tondo","SUN","Surigao",1,2,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"HIL","Hilongos","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",756.25,"HIL","Hilongos","SUN","Surigao","MNL","Manila","NCR","Manila",1,1,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"SAI","San Ildefonso","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",1375,"SAI","San Ildefonso","SUN","Surigao","DIN","Dinalupihan","SUN","Surigao",1,1,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"ARY","Arayat","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",2200,"ARY","Arayat","SUN","Surigao","MNL","Manila","NCR","Manila",0,2,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",275,"ARY","Arayat","SUN","Surigao","NAN","Binan","CAV","Cavite",1,1,1,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",82.5,"ARY","Arayat","SUN","Surigao","HNG","Hinigaran","ILI","Iloilo",1,1,1,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",550,"ARY","Arayat","SUN","Surigao","LEY","Leyte","BOH","Bohol",1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",412.5,"ARY","Arayat","SUN","Surigao","TAL","Talibon","BOH","Bohol",0,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"TOO","Tondo","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",137.5,"TOO","Tondo","SUN","Surigao","abroad","abroad","abroad","abroad",1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",1237.5,"TOO","Tondo","SUN","Surigao","MNL","Manila","NCR","Manila",1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",453.75,"TOO","Tondo","SUN","Surigao","CLG","Calauag","BTG","Batangas",1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",137.5,"TOO","Tondo","SUN","Surigao","PCA","Panacosa","PLW","Palawan",1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"BSO","Basco","SUN","Surigao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",2543.75,"BSO","Basco","SUN","Surigao","MNL","Manila","NCR","Manila",0,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",151.25,"BUR","Burdeos","ZAS","Zamboanga","MNL","Manila","NCR","Manila",2,0,2,0,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0
2017-04-01,"idp",192.5,"BUR","Burdeos","ZAS","Zamboanga","CHO","Cahalo","CAV","Cavite",2,0,2,0,NA,NA,NA,0.5,0,0,1,0,0.5,0,0,0
2017-04-01,"idp",110,"BUR","Burdeos","ZAS","Zamboanga","PCA","Panacosa","PLW","Palawan",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"idp",96.25,"BUR","Burdeos","ZAS","Zamboanga","KAT","Katipunan","MSC","Misamis",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"idp",178.75,"BUR","Burdeos","ZAS","Zamboanga","KAL","Kalayaan","ILS","Ilocos",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"idp",68.75,"BUR","Burdeos","ZAS","Zamboanga","BUR","Burdeos","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"idp",55,"BUR","Burdeos","ZAS","Zamboanga","CUR","Curuan","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,1,0,0,0,0,0
2017-04-01,"idp",82.5,"BUR","Burdeos","ZAS","Zamboanga","DIC","Diculum","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"BUR","Burdeos","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"PPB","Busan Bay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"PPB","Busan Bay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"LAB","Labason","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"LAB","Labason","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"PNB","Panabutan","ZAS","Zamboanga","MNL","Manila","NCR","Manila",2,0,2,0,NA,NA,NA,0,0,0,1,0,0,0,0,0
2017-04-01,"return",0,"PNB","Panabutan","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",96.25,"BCL","Bacolor","ZAS","Zamboanga","CHO","Cahalo","CAV","Cavite",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"idp",68.75,"BCL","Bacolor","ZAS","Zamboanga","TGT","Taguite Bay","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"BCL","Bacolor","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"PMT","Pamintayan","ZAS","Zamboanga","PCA","Panacosa","PLW","Palawan",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"return",0,"PMT","Pamintayan","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",55,"TGW","Tungawan Bay","ZAS","Zamboanga","CHO","Cahalo","CAV","Cavite",2,0,2,0,NA,NA,NA,1,0,0,1,0,0,0,0,0
2017-04-01,"return",0,"TGW","Tungawan Bay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"CDB","Caldera Bay","ZAS","Zamboanga","KAT","Katipunan","MSC","Misamis",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"idp",110,"CDB","Caldera Bay","ZAS","Zamboanga","KAL","Kalayaan","ILS","Ilocos",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"idp",55,"CDB","Caldera Bay","ZAS","Zamboanga","TGT","Taguite Bay","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"idp",68.75,"CDB","Caldera Bay","ZAS","Zamboanga","BLU","Balumo","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"return",0,"CDB","Caldera Bay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"XSO","Siocon","ZAS","Zamboanga","CLT","Calatagan","BTG","Batangas",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"XSO","Siocon","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"BMN","Bamban","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"BMN","Bamban","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"TGT","Taguite Bay","ZAS","Zamboanga","PCA","Panacosa","PLW","Palawan",2,0,2,0,NA,NA,NA,1,0,0,1,0,0,0,0,0
2017-04-01,"idp",110,"TGT","Taguite Bay","ZAS","Zamboanga","BUR","Burdeos","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"return",0,"TGT","Taguite Bay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"PDC","Polanco","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"PDC","Polanco","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"CUR","Curuan","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"CUR","Curuan","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",55,"ZAM","Zamboanga","ZAS","Zamboanga","PDC","Polanco","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"ZAM","Zamboanga","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"AOO","Agoo","ZAS","Zamboanga","CHO","Cahalo","CAV","Cavite",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"idp",55,"AOO","Agoo","ZAS","Zamboanga","PCA","Panacosa","PLW","Palawan",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"AOO","Agoo","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"SIY","Siay","ZAS","Zamboanga","KAT","Katipunan","MSC","Misamis",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"SIY","Siay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",96.25,"DIC","Diculum","ZAS","Zamboanga","CHO","Cahalo","CAV","Cavite",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"idp",27.5,"DIC","Diculum","ZAS","Zamboanga","APA","Apalit","BTG","Batangas",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"DIC","Diculum","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"PAG","Pagadian","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"PAG","Pagadian","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"MSB","Malasugat Bay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"MSB","Malasugat Bay","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"KAS","Kabasalan","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"KAS","Kabasalan","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",27.5,"VTL","Vitali","ZAS","Zamboanga","CHO","Cahalo","CAV","Cavite",2,0,2,0,NA,NA,NA,1,0,0,1,1,0,0,0,0
2017-04-01,"idp",41.25,"VTL","Vitali","ZAS","Zamboanga","ALI","Alitagtag","BTG","Batangas",2,0,2,0,NA,NA,NA,0,0,0,1,0,0,0,0,0
2017-04-01,"idp",96.25,"VTL","Vitali","ZAS","Zamboanga","KAL","Kalayaan","ILS","Ilocos",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"VTL","Vitali","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"CGP","Calug Point","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"CGP","Calug Point","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"SMA","Santa Maria","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"SMA","Santa Maria","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",27.5,"BLU","Balumo","ZAS","Zamboanga","PCA","Panacosa","PLW","Palawan",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"BLU","Balumo","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",41.25,"SJI","San Jose Apt","ZAS","Zamboanga","KAT","Katipunan","MSC","Misamis",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"idp",68.75,"SJI","San Jose Apt","ZAS","Zamboanga","BUR","Burdeos","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-04-01,"return",0,"SJI","San Jose Apt","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",68.75,"KUM","Kumalarang","ZAS","Zamboanga","SMA","Santa Maria","ZAS","Zamboanga",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"KUM","Kumalarang","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",27.5,"CLM","Calamba","ZAS","Zamboanga","MNL","Manila","NCR","Manila",2,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-04-01,"return",0,"CLM","Calamba","ZAS","Zamboanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",82.5,"TON","Tubigon","BOH","Bohol","UPT","Calumpit","BOH","Bohol",2,1,2,0,NA,NA,NA,1,0,0,1,1,2,1,0,0
2017-04-01,"idp",225.5,"TON","Tubigon","BOH","Bohol","LEY","Leyte","BOH","Bohol",2,1,1,0,NA,NA,NA,0,0,0,1,2,2,0,0,0
2017-04-01,"idp",110,"TON","Tubigon","BOH","Bohol","FLB","Floridablanca","BOH","Bohol",2,1.5,1.5,1,NA,NA,NA,0.5,0,0,1,1.5,2,0,0,0
2017-04-01,"return",8.25,"TON","Tubigon","BOH","Bohol","abroad","abroad","abroad","abroad",1,1,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",324.5,"TON","Tubigon","BOH","Bohol","TON","Tubigon","BOH","Bohol",1,1,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",178.75,"TON","Tubigon","BOH","Bohol","LOB","Los Banos","BOH","Bohol",1,1,2,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",110,"TON","Tubigon","BOH","Bohol","LEY","Leyte","BOH","Bohol",1,1,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",261.25,"TON","Tubigon","BOH","Bohol","ALB","Albuera","BOH","Bohol",1,1,2,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",302.5,"TON","Tubigon","BOH","Bohol","ANG","Angono","BOH","Bohol",2,1,1,0,1,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"GUN","Guiuan","BOH","Bohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"GUN","Guiuan","BOH","Bohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"UPT","Calumpit","BOH","Bohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"UPT","Calumpit","BOH","Bohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"idp",0,"DAR","Daraga","BOH","Bohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,"return",0,"DAR","Daraga","BOH","Bohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
