"datestamp","pop.group","displ.num","arrive.to_mun.pcode","arrive.to_mun.name","arrive.to_pro.pcode","arrive.to_pro.name","depart.from_mun.pcode","depart.from_mun.name","depart.from_pro.pcode","depart.from_pro.name","pull.ImproveEconomy","pull.ImproveSecurity","push.WorseEconomy","push.WorseSecurity","pull.ProtectAssets","push.SocialCulturIssues","push.ForcedReturn","push.LackServices","push.Evacuation","push.Other","pull.AvailServices","pull.AccHumanitarian","pull.SocialCulturIssues","pull.InTransit","pull.NoOption","pull.Other"
2017-01-01,"idp",189.75,"MNL","Manila","NCR","Manila","MNL","Manila","NCR","Manila",1,1.5,1,1.5,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"return",330,"MNL","Manila","NCR","Manila","STT","Santo Tomas","BTG","Batangas",1,1,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",4325.75,"CHO","Cahalo","CAV","Cavite","CHO","Cahalo","CAV","Cavite",0,0,0,0,NA,NA,NA,1,0,2,2,0.5,0,0,0,0
2017-01-01,"idp",387.75,"CHO","Cahalo","CAV","Cavite","TAR","Tarlac","CAV","Cavite",0,1,2,0,NA,NA,NA,0,0,1,0,0,2,0,0,0
2017-01-01,"idp",137.5,"CHO","Cahalo","CAV","Cavite","KLM","Kalamansig","LAN","Lanao",1,2,1,2,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"idp",82.5,"CHO","Cahalo","CAV","Cavite","DUL","Dulag","LAN","Lanao",1,2,1,2,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"return",55,"CHO","Cahalo","CAV","Cavite","abroad","abroad","abroad","abroad",0,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",24205.5,"CHO","Cahalo","CAV","Cavite","CHO","Cahalo","CAV","Cavite",1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",19.25,"CHO","Cahalo","CAV","Cavite",NA,NA,NA,NA,0,0,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",591.25,"CHO","Cahalo","CAV","Cavite",NA,NA,NA,NA,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",82.5,"IND","Indang","CAV","Cavite","IBA","Iba","LAN","Lanao",2,0,2,0,NA,NA,NA,1,0,0,1,0,0,0,0,0
2017-01-01,"idp",137.5,"IND","Indang","CAV","Cavite","KLM","Kalamansig","LAN","Lanao",0,2,1,2,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-01-01,"idp",110,"IND","Indang","CAV","Cavite","PGB","Pagbilao","LAN","Lanao",0,2,0,2,NA,NA,NA,1,0,0,1,0,0,0,0,0
2017-01-01,"idp",68.75,"IND","Indang","CAV","Cavite","TGL","Taguilon","LAN","Lanao",0,0,2,0,NA,NA,NA,0,0,1,1,2,0,0,0,0
2017-01-01,"return",41.25,"IND","Indang","CAV","Cavite","TAC","Tacloban","CAV","Cavite",0,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"STO","Santo Tomas","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"STO","Santo Tomas","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"TZA","Tanza","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",27.5,"TZA","Tanza","CAV","Cavite","abroad","abroad","abroad","abroad",0,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",302.5,"TZA","Tanza","CAV","Cavite","CHO","Cahalo","CAV","Cavite",0.5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",1086.25,"TZA","Tanza","CAV","Cavite","KOL","Kolambugan","LAN","Lanao",1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",110,"MNU","Mendez-Nunez","CAV","Cavite","MNU","Mendez-Nunez","CAV","Cavite",0,2,1,2,NA,NA,NA,1,0,0,0,1,1,0,0,0
2017-01-01,"idp",192.5,"MNU","Mendez-Nunez","CAV","Cavite","KOL","Kolambugan","LAN","Lanao",0,1,1,1,NA,NA,NA,1,0,0,1,0.5,0.5,0,0,0
2017-01-01,"idp",165,"MNU","Mendez-Nunez","CAV","Cavite","MIN","Minalin","LAN","Lanao",1,2,1,1,NA,NA,NA,2,0,0,0,0,1,0,0,0
2017-01-01,"idp",82.5,"MNU","Mendez-Nunez","CAV","Cavite","TAL","Talibon","BOH","Bohol",0,2,1,2,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-01-01,"return",27.5,"MNU","Mendez-Nunez","CAV","Cavite","abroad","abroad","abroad","abroad",1,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",453.75,"VIL","Villasis","CAV","Cavite","VIL","Villasis","CAV","Cavite",0,1,2,1,NA,NA,NA,0,0,0,0,2,0,0,0,0
2017-01-01,"idp",275,"VIL","Villasis","CAV","Cavite","ARI","Aringay","LAN","Lanao",1,0,1,2,NA,NA,NA,0,0,0,0,0,2,0,0,0
2017-01-01,"return",1677.5,"VIL","Villasis","CAV","Cavite","MNU","Mendez-Nunez","CAV","Cavite",0,1,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",1595,"VIL","Villasis","CAV","Cavite","VIL","Villasis","CAV","Cavite",0,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",220,"VIL","Villasis","CAV","Cavite","KOL","Kolambugan","LAN","Lanao",0,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"SIL","Silang","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",66,"SIL","Silang","CAV","Cavite","ARI","Aringay","LAN","Lanao",2,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",5362.5,"NAN","Binan","CAV","Cavite",NA,NA,NA,NA,2,1,2,0,NA,NA,NA,1,0,0,0,0,0,0,0,0
2017-01-01,"idp",41.25,"NAN","Binan","CAV","Cavite","SAI","San Ildefonso","SUN","Surigao",0,2,0,2,NA,NA,NA,1,0,0,1,0,0,0,0,0
2017-01-01,"return",55,"NAN","Binan","CAV","Cavite","abroad","abroad","abroad","abroad",2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"STF","Santa Fe","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"STF","Santa Fe","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"NAI","Naic","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"NAI","Naic","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",24.75,"GTR","General Trias","CAV","Cavite",NA,NA,NA,NA,0,0,2,1,NA,NA,NA,0,0,0,0,1,2,0,0,0
2017-01-01,"idp",255.75,"GTR","General Trias","CAV","Cavite","TBC","Tabaco","LAN","Lanao",2,1,1,0,NA,NA,NA,2,0,0,0,0,0,0,0,0
2017-01-01,"idp",68.75,"GTR","General Trias","CAV","Cavite","DUL","Dulag","LAN","Lanao",2,1,2,1,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"return",0,"GTR","General Trias","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"NOV","Noveleta","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"NOV","Noveleta","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"MIC","Misamis Or","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"MIC","Misamis Or","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",330,"DAS","Dasmarinas","CAV","Cavite","DAS","Dasmarinas","CAV","Cavite",0,2,0,1,NA,NA,NA,0,2,0,1,0,0,0,0,0
2017-01-01,"idp",22,"DAS","Dasmarinas","CAV","Cavite","KWT","Kawit","CAV","Cavite",1,0,2,0,NA,NA,NA,1,0,0,0,0,2,0,0,0
2017-01-01,"idp",27.5,"DAS","Dasmarinas","CAV","Cavite","IMU","Imus","CAV","Cavite",1,0,1,0,NA,NA,NA,2,0,0,2,0,0,0,0,0
2017-01-01,"return",0,"DAS","Dasmarinas","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",948.75,"TAC","Tacloban","CAV","Cavite",NA,NA,NA,NA,0,1,0,1,NA,NA,NA,0,0,2,0,0,1.5,1,0,0
2017-01-01,"return",0,"TAC","Tacloban","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"MRA","Maragondon","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"MRA","Maragondon","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",695.75,"TEN","Ternate","CAV","Cavite",NA,NA,NA,NA,0.5,2,1.5,1.5,NA,NA,NA,0,0,0,0.5,0,0,0,0,0
2017-01-01,"return",0,"TEN","Ternate","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"MAU","Mauban","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"MAU","Mauban","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",1210,"PLW","Palawan","CAV","Cavite","IND","Indang","CAV","Cavite",1.5,1,2,1,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"idp",470.25,"PLW","Palawan","CAV","Cavite","TAC","Tacloban","CAV","Cavite",2,1,0,2,NA,NA,NA,1,0,0,0,0,0,0,0,0
2017-01-01,"idp",200.75,"PLW","Palawan","CAV","Cavite","TEN","Ternate","CAV","Cavite",2,0,2,0,NA,NA,NA,1,0,0,0,0,1,0,0,0
2017-01-01,"idp",178.75,"PLW","Palawan","CAV","Cavite","BAC","Bacong","CAV","Cavite",2,0,1,0,NA,NA,NA,0,0,2,0,0,1,0,0,0
2017-01-01,"idp",1067,"PLW","Palawan","CAV","Cavite",NA,NA,NA,NA,2,0,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0
2017-01-01,"idp",492.25,"PLW","Palawan","CAV","Cavite","EUQ","Antique Evelio Javier Apt","MSC","Misamis",1.5,1,1,2,NA,NA,NA,0,0,0,0,0.5,0,0,0,0
2017-01-01,"idp",563.75,"PLW","Palawan","CAV","Cavite","TBC","Tabaco","LAN","Lanao",1,2,1,2,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"idp",297,"PLW","Palawan","CAV","Cavite","KLM","Kalamansig","LAN","Lanao",2,1,2,1,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"idp",453.75,"PLW","Palawan","CAV","Cavite","KOL","Kolambugan","LAN","Lanao",1,2,1,2,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"return",863.5,"PLW","Palawan","CAV","Cavite","TAC","Tacloban","CAV","Cavite",0,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",451,"PLW","Palawan","CAV","Cavite","PLW","Palawan","CAV","Cavite",0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",137.5,"PLW","Palawan","CAV","Cavite",NA,NA,NA,NA,0,0,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"PIL","Pililla","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"PIL","Pililla","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"GUA","Guagua","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"GUA","Guagua","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",440,"KWT","Kawit","CAV","Cavite","IGN","Iligan","LAN","Lanao",1,2,1,2,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"return",0,"KWT","Kawit","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",55,"AMA","Amadeo","CAV","Cavite","MNU","Mendez-Nunez","CAV","Cavite",1.5,1.5,1.5,1.5,NA,NA,NA,0,0,0,0,0,0.5,0,0,0
2017-01-01,"idp",19.25,"AMA","Amadeo","CAV","Cavite","AMA","Amadeo","CAV","Cavite",2,0,1,0,NA,NA,NA,2,0,0,0,0,1,0,0,0
2017-01-01,"idp",82.5,"AMA","Amadeo","CAV","Cavite",NA,NA,NA,NA,0.5,2,1.5,1.5,NA,NA,NA,0.5,0,0,0.5,0.5,0.5,0,0,0
2017-01-01,"idp",55,"AMA","Amadeo","CAV","Cavite","KOL","Kolambugan","LAN","Lanao",1,1,1,2,NA,NA,NA,0,0,0,0,0,2,0,0,0
2017-01-01,"idp",110,"AMA","Amadeo","CAV","Cavite",NA,NA,NA,NA,1,2,1,2,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-01-01,"idp",46.75,"AMA","Amadeo","CAV","Cavite",NA,NA,NA,NA,1,2,2,1,NA,NA,NA,1,0,0,0,1,0,0,0,0
2017-01-01,"idp",79.75,"AMA","Amadeo","CAV","Cavite",NA,NA,NA,NA,0,0,2,0,NA,NA,NA,1,0,0,1,1,2,0,0,0
2017-01-01,"return",126.5,"AMA","Amadeo","CAV","Cavite","abroad","abroad","abroad","abroad",1,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"TAR","Tarlac","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"TAR","Tarlac","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"MBC","Mabalacat","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"MBC","Mabalacat","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"MTN","Matnog","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"MTN","Matnog","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",30.25,"PLL","Polillo","CAV","Cavite","KWT","Kawit","CAV","Cavite",1,0,2,0,NA,NA,NA,1,0,0,0,0,2,0,0,0
2017-01-01,"return",0,"PLL","Polillo","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",481.25,"MNI","Manicani","CAV","Cavite","DAS","Dasmarinas","CAV","Cavite",0,2,0,2,NA,NA,NA,1,0,0,1,0,0,0,0,0
2017-01-01,"idp",261.25,"MNI","Manicani","CAV","Cavite","TAL","Talibon","BOH","Bohol",2,0,1,0,NA,NA,NA,2,0,0,0,0.5,0,0.5,0,0
2017-01-01,"return",0,"MNI","Manicani","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"SUT","Sucat","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"SUT","Sucat","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"CAR","Carmona","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"CAR","Carmona","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"MTP","Malatapay","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"MTP","Malatapay","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"BOO","Bacoor","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",68.75,"BOO","Bacoor","CAV","Cavite",NA,NA,NA,NA,0,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"CGI","Corregidor Island","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"CGI","Corregidor Island","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"ODI","Odiongan","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",167.75,"ODI","Odiongan","CAV","Cavite","abroad","abroad","abroad","abroad",1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",55,"ODI","Odiongan","CAV","Cavite","MNL","Manila","NCR","Manila",0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",35.75,"ODI","Odiongan","CAV","Cavite","CHO","Cahalo","CAV","Cavite",1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",302.5,"ODI","Odiongan","CAV","Cavite","MNI","Manicani","CAV","Cavite",1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",11,"ODI","Odiongan","CAV","Cavite","PCA","Panacosa","PLW","Palawan",0,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",24.75,"ODI","Odiongan","CAV","Cavite","VTO","Vito","ILI","Iloilo",1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",8.25,"ODI","Odiongan","CAV","Cavite","TAL","Talibon","BOH","Bohol",1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",41.25,"ODI","Odiongan","CAV","Cavite",NA,NA,NA,NA,0.5,1.5,0,0,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"IMU","Imus","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"IMU","Imus","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"KLR","Clark Field (Angeles)","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"KLR","Clark Field (Angeles)","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"APN","Las Pinas","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"APN","Las Pinas","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"TAT","Tagaytay","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"TAT","Tagaytay","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",68.75,"BAC","Bacong","CAV","Cavite","RSO","Rosario","CAV","Cavite",2,0,1,0,NA,NA,NA,2,0,0,1,0,0,0,0,0
2017-01-01,"idp",46.75,"BAC","Bacong","CAV","Cavite",NA,NA,NA,NA,1.5,0,1.5,0,NA,NA,NA,1.5,0,0,1.5,0,0,0,0,0
2017-01-01,"return",0,"BAC","Bacong","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",33,"RSO","Rosario","CAV","Cavite","RSO","Rosario","CAV","Cavite",0,2,2,0,NA,NA,NA,1,0,0,0,0,1,0,0,0
2017-01-01,"idp",55,"RSO","Rosario","CAV","Cavite",NA,NA,NA,NA,1,0,2,1,NA,NA,NA,0,0,0,0,0,2,0,0,0
2017-01-01,"idp",126.5,"RSO","Rosario","CAV","Cavite","ARI","Aringay","LAN","Lanao",2,0,2,0,NA,NA,NA,1,0,0,1,0,0,0,0,0
2017-01-01,"idp",44,"RSO","Rosario","CAV","Cavite","KOL","Kolambugan","LAN","Lanao",2,0,2,0,NA,NA,NA,1,0,0,0,0,1,0,0,0
2017-01-01,"return",0,"RSO","Rosario","CAV","Cavite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",41.25,"STT","Santo Tomas","BTG","Batangas","STT","Santo Tomas","BTG","Batangas",2,0,1,2,NA,NA,NA,0,0,0,0,0,1,0,0,0
2017-01-01,"return",0,"STT","Santo Tomas","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"CLT","Calatagan","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"CLT","Calatagan","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",30.25,"SJ2","San Jose","BTG","Batangas","MNL","Manila","NCR","Manila",0,1,2,1,NA,NA,NA,0,0,0,0,0,2,0,0,0
2017-01-01,"return",0,"SJ2","San Jose","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"TAA","Taal","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"TAA","Taal","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"STS","Santo Tomas","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"STS","Santo Tomas","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"BLY","Balayan","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",33,"BLY","Balayan","BTG","Batangas","SJ2","San Jose","BTG","Batangas",2,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",242,"BLY","Balayan","BTG","Batangas","ALI","Alitagtag","BTG","Batangas",2,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"CLG","Calauag","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",0,"CLG","Calauag","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",0,"LBA","Lian","BTG","Batangas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"return",82.5,"LBA","Lian","BTG","Batangas","TNA","Tanauan","BTG","Batangas",2,1,1,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"idp",38.5,"PGC","Padre Garcia","BTG","Batangas","MNL","Manila","NCR","Manila",1,2,2,1,NA,NA,NA,0,0,0,0,0,0,0,0,0
2017-01-01,"return",33,"PGC","Padre Garcia","BTG","Batangas","abroad","abroad","abroad","abroad",0,0,1,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
