"datestamp","MunicipalPcode","total.pop","idp.ratio","return.ratio"
2017-02-01,"AHE",9350,0,0.0641176470588235
2017-02-01,"CFA",22500.5,0,0.00586653629919335
2017-02-01,"CLB",1003.75,0,0.164383561643836
2017-02-01,"BNA",183895.25,0.0251379521765788,0
2017-02-01,"MIO",109868,0,0
2017-02-01,"BUS",130113.5,0.168491355624128,0
2017-02-01,"DPL",58841.75,0.0419217647333738,0
2017-02-01,"SNO",73986,0.257099316086827,0
2017-02-01,"BOA",94575.25,0.0889476898025646,0
2017-02-01,"ORL",40793.5,0.0246056357017662,0
2017-02-01,"AMU",24733.5,0.20925061151879,0
2017-02-01,"KAL",2404567,0.475016811758624,0
2017-02-01,"CNN",22162.25,0.0626628613971957,0
2017-02-01,"ROD",0,NA,NA
2017-02-01,"SLM",28283.75,0.105493437044239,0
2017-02-01,"LUN",29144.5,0.104925457633516,0
2017-02-01,"GGM",5007.75,0.219659527732015,0
2017-02-01,"BIN",42751.5,0.0533899395342853,0
2017-02-01,"BTC",200235.75,0.293560215895513,0
2017-02-01,"SC2",36679.5,0.0721997300944669,0
2017-02-01,"MEY",68488.75,0.0576992571772736,0
2017-02-01,"AGT",31691,0.0498958694897605,0
2017-02-01,"PSL",29837.5,0.0529953917050691,0
2017-02-01,"LAO",27920.75,0.0566335073377327,0
2017-02-01,"BLC",32983.5,0.0933800233450058,0
2017-02-01,"VZA",18004.25,0.0360470444478387,0
2017-02-01,"VIG",12768.25,0.0893818651733793,0
2017-02-01,"CND",3421,0,0
2017-02-01,"LAC",25665.75,0.051966141647916,0
2017-02-01,"4BA",112145,0.0665522314860226,0
2017-02-01,"BUN",16656.75,0.077596169720984,0
2017-02-01,"BMB",45793,0.0480422772039395,0
2017-02-01,"CBT",17017,0.0597931480284421,0
2017-02-01,"ARI",627654.5,0.377562018594625,0.000438139135463858
2017-02-01,"TNY",55759,0.285066087985796,0
2017-02-01,"KIW",78320,0.509304775280899,0.00105337078651685
2017-02-01,"TBC",392581.75,0.35942895970075,0
2017-02-01,"URD",112238.5,0.225314842946048,0.00137207820845788
2017-02-01,"IBA",398827,0.575033786579143,0
2017-02-01,"TOB",74943,0.55041831792162,0
2017-02-01,"KLM",588700.75,0.334058942510265,0.000205537363422758
2017-02-01,"DUL",54521.5,0.493947341874306,0
2017-02-01,"PGB",25077.25,0.0320210549402347,0.00460576817633512
2017-02-01,"CDY",319236.5,0.420619196113226,0.000714987164688248
2017-02-01,"TLS",15796,0,0
2017-02-01,"ANT",139936.5,0.436426522029635,0
2017-02-01,"TGL",141075,0.540233918128655,0
2017-02-01,"KOL",1314491.75,0.728393692847445,0
2017-02-01,"MIN",357808,0.527537813575996,0
2017-02-01,"CAI",76807.5,0.382384532760473,0
2017-02-01,"MSA",175114.5,0.436304532177518,0
2017-02-01,"KAR",138531.25,0.377071960297767,0
2017-02-01,"BAR",208007.25,0.213990137363001,0.0158251695553881
2017-02-01,"KIN",134288,0.690981323722149,0.00286697247706422
2017-02-01,"SIR",197166.75,0.34813172099251,0
2017-02-01,"BAN",148244.25,0.531990279555531,0
2017-02-01,"IGN",347382.75,0.242936645530039,0.000942044473998781
2017-02-01,"SDG",238397.5,0.346960433729381,0.000103818202791556
2017-02-01,"MTI",102616.25,0.254267720755728,0.00211711108133458
2017-02-01,"HNG",682176,0.422705430856553,0.000536151960784314
2017-02-01,"TIA",114306.5,0.0849492373574556,0.00149160371457441
2017-02-01,"SPB",109532.5,0.0999748932965102,0.0206126035651519
2017-02-01,"LIG",50019.75,0.179174226180659,0.00736708999945022
2017-02-01,"SAG",15466,0.0284495021337127,0
2017-02-01,"NAL",106301.25,0.267261673780882,0.000801966110464364
2017-02-01,"DPG",69847.25,0.6507342808772,0.00775621087444388
2017-02-01,"MEX",679954,0.26159122528877,0.000234574691817388
2017-02-01,"SAR",77638,0.00148767356191556,0.00219608954378011
2017-02-01,"NAB",136171.75,0.393925318577458,0.000888583718722863
2017-02-01,"LUE",71577,0.0573997233748271,0.000653142769325342
2017-02-01,"HNB",231880,0.0950071157495256,0.0108040796963947
2017-02-01,"LEG",72591.75,0.0792135469939766,0.00208357010266318
2017-02-01,"VIC",74272,0.0313240521327014,0
2017-02-01,"NAC",173181.25,0.167971417229059,0.00177848352520842
2017-02-01,"VTO",87114.5,0.0982700928088894,0.00224130311257024
2017-02-01,"BOR",428909.25,0.397128879827143,0.0194720678092161
2017-02-01,"LPO",294547,0.342430070582963,0.000364118459872278
2017-02-01,"BNG",115601.75,0.118300544758189,0.00297357090182458
2017-02-01,"NOR",17019.75,0,0.117143318791404
2017-02-01,"TGD",201052.5,0,0.0045137464095199
2017-02-01,"BCT",46464,0.116950757575758,0.118963068181818
2017-02-01,"PPP",122427.25,0.260630292684023,0
2017-02-01,"TTO",129860.5,0,0.0105882851213417
2017-02-01,"DIN",355902.25,0.566833308865004,0.00200897858892435
2017-02-01,"HIL",32496.75,0,0.0211559617500212
2017-02-01,"SAI",0,NA,NA
2017-02-01,"ARY",53831.25,0,0.0778544061302682
2017-02-01,"TOO",140970.5,0.23594475439897,0.00197027037571691
2017-02-01,"BSO",64680,0,0.0505952380952381
