"distance","MunicipalPcode.A","MunicipalPcode.B"
181262.860106651,"BOA","LIP"
173747.980118526,"BOA","SAY"
162739.156861573,"BOA","MCB"
203937.104955555,"BOA","APA"
220010.618802206,"BOA","CUE"
223967.454537701,"BOA","NHV"
198654.802264756,"BOA","TUY"
204498.933221048,"BOA","AQE"
199758.020040109,"BOA","MTK"
63158.1110359641,"BOA","PCA"
42635.3187294438,"BOA","TAB"
57630.462518703,"BOA","RXS"
57743.2742097583,"BOA","BAT"
90430.0534925503,"BOA","BRP"
91278.0673423657,"BOA","CUG"
135502.619644648,"BOA","BOP"
118014.236635572,"BOA","SLU"
97471.2284361993,"BOA","NAP"
112361.853903503,"BOA","GHG"
44742.441747332,"BOA","TAY"
50723.9869061144,"BOA","LZB"
77344.4349560791,"BOA","BRT"
68037.7950312993,"BOA","TUG"
62762.8283269811,"BOA","LOP"
56048.0050181732,"BOA","RZP"
55063.3359950292,"BOA","NAR"
40984.319604295,"BOA","BTS"
44974.9325165608,"BOA","SFS"
214503.786881792,"BOA","SIA"
255684.075624408,"BOA","STR"
71555.3682522037,"BOA","BLT"
105281.712988512,"BOA","RTB"
22905.2465586353,"BOA","KAT"
22920.8356496358,"BOA","ORI"
29423.4205198791,"BOA","MAB"
62332.1879772411,"BOA","KIP"
24535.1101320236,"BOA","CGY"
20254.2690650105,"BOA","POL"
51824.1387476534,"BOA","ALC"
42256.7390060252,"BOA","FAM"
29724.677166775,"BOA","EUQ"
46204.7088366299,"BOA","ALE"
70621.6894576515,"BOA","CSB"
104579.001688394,"BOA","AHE"
61585.6386867009,"BOA","CFA"
127240.695232157,"BOA","CLB"
24731.3055179167,"BOA","BNA"
14009.7500277344,"BOA","MIO"
38936.9920588079,"BOA","BUS"
40126.9029719482,"BOA","DPL"
39543.3385060182,"BOA","SNO"
0,"BOA","BOA"
12846.404640736,"BOA","ORL"
13200.0977059823,"BOA","AMU"
76505.6210491194,"BOA","KAL"
69252.5299212838,"BOA","CNN"
75096.996435912,"BOA","ROD"
76719.1747868265,"BOA","SLM"
83528.6336975322,"BOA","LUN"
88677.8463950608,"BOA","GGM"
67723.0199946392,"BOA","BIN"
55475.6605270832,"BOA","BTC"
44406.1560328465,"BOA","SC2"
46235.253247619,"BOA","MEY"
51245.7587560247,"BOA","AGT"
35160.8435827762,"BOA","PSL"
37404.4109305028,"BOA","LAO"
61842.7215187537,"BOA","BLC"
55025.9859888572,"BOA","VZA"
52427.5512832652,"BOA","VIG"
64127.9854091292,"BOA","CND"
57467.8577984183,"BOA","LAC"
47894.6682302486,"BOA","4BA"
38483.6289606361,"BOA","BUN"
57457.9520832741,"BOA","BMB"
45933.8482128149,"BOA","CBT"
74917.7147028171,"BOA","ARI"
71283.8781446836,"BOA","TNY"
83285.3988953016,"BOA","KIW"
70249.9832752153,"BOA","TBC"
89167.6504414829,"BOA","URD"
90175.4650293115,"BOA","IBA"
76027.9959409928,"BOA","TOB"
49824.6820994949,"BOA","KLM"
23792.355275445,"BOA","DUL"
55642.056307445,"BOA","PGB"
38003.2556714841,"BOA","CDY"
38289.6245425009,"BOA","TLS"
33721.47625588,"BOA","ANT"
106292.386296569,"BOA","TGL"
111374.978837933,"BOA","KOL"
100089.406188565,"BOA","MIN"
97014.560485907,"BOA","CAI"
101990.209101224,"BOA","MSA"
86435.3298047795,"BOA","KAR"
66312.5356699469,"BOA","BAR"
73325.5247396242,"BOA","KIN"
81987.5449010692,"BOA","SIR"
78639.3579579033,"BOA","BAN"
62581.2675078361,"BOA","IGN"
51310.0675119543,"BOA","SDG"
60511.4694327249,"BOA","MTI"
392645.862264948,"BOA","HNG"
373904.455686155,"BOA","TIA"
389251.193139286,"BOA","SPB"
411754.177492314,"BOA","LIG"
436879.748192474,"BOA","SAG"
362704.197090128,"BOA","NAL"
432592.61716137,"BOA","DPG"
460469.258832805,"BOA","MEX"
472021.326232526,"BOA","SAR"
436241.636256057,"BOA","NAB"
488068.545228269,"BOA","LUE"
542363.967941223,"BOA","HNB"
511064.537551491,"BOA","LEG"
512603.027762813,"BOA","VIC"
345163.652526763,"BOA","NAC"
408026.000717471,"BOA","VTO"
301472.18423406,"BOA","BOR"
325893.761616685,"BOA","LPO"
374535.107280902,"BOA","BNG"
315811.557008713,"BOA","NOR"
292295.034174084,"BOA","TGD"
343142.407601552,"BOA","BCT"
395094.530970389,"BOA","PPP"
360230.57522836,"BOA","TTO"
408978.204757942,"BOA","DIN"
378149.195374704,"BOA","HIL"
414441.474101009,"BOA","SAI"
330189.823140451,"BOA","ARY"
386012.180759258,"BOA","TOO"
356922.486066635,"BOA","BSO"
66287.1166581128,"BOA","BUR"
76358.8624897534,"BOA","PPB"
79075.0808188551,"BOA","LAB"
71256.3364138226,"BOA","PNB"
61397.1331238858,"BOA","BCL"
77149.6807171576,"BOA","PMT"
73546.8575017371,"BOA","TGW"
52189.4281582667,"BOA","CDB"
60169.8976902791,"BOA","XSO"
48210.4652171816,"BOA","BMN"
61161.6352153745,"BOA","TGT"
49957.3980947019,"BOA","PDC"
55748.4900180077,"BOA","CUR"
46589.3931065075,"BOA","ZAM"
65671.7935576238,"BOA","AOO"
63324.479723133,"BOA","SIY"
52758.2433659024,"BOA","DIC"
49141.7169331394,"BOA","PAG"
59804.5125768574,"BOA","MSB"
43823.5727694312,"BOA","KAS"
51161.003131522,"BOA","VTL"
40632.1082133932,"BOA","CGP"
53989.7709512263,"BOA","SMA"
37721.5438596816,"BOA","BLU"
38741.3244877481,"BOA","SJI"
47813.5507987227,"BOA","KUM"
32801.5833942406,"BOA","CLM"
235730.77456173,"BOA","TON"
246380.373887165,"BOA","GUN"
276154.176979214,"BOA","UPT"
277761.433960776,"BOA","DAR"
259511.455352707,"BOA","LOB"
293611.821369067,"BOA","LEY"
244668.794943067,"BOA","ALB"
192973.567112591,"BOA","TAL"
192181.142729412,"BOA","FLB"
186767.630210668,"BOA","ANG"
294809.823508125,"BOA","LTB"
307009.758961569,"BOA","BAY"
282624.741308643,"BOA","PTR"
279004.954301071,"BOA","MAN"
277231.282004443,"BOA","HIM"
283391.061945037,"BOA","SMR"
301460.638359424,"BOA","IRN"
289096.934882184,"BOA","SSI"
246816.08374395,"BOA","TLD"
233864.635754125,"BOA","PGA"
233569.611961412,"BOA","LUB"
261066.653929653,"BOA","PGS"
256041.182868379,"BOA","POR"
276439.383083644,"BOA","MLB"
266861.699288341,"BOA","SOR"
268180.886138017,"BOA","TAS"
271558.83632651,"BOA","TLG"
284825.237743785,"BOA","PAN"
269512.419101114,"BOA","CDO"
277579.667397361,"BOA","OTP"
310828.721859292,"BOA","OZC"
301094.722106463,"BOA","GAP"
317698.824353918,"BOA","TBU"
313652.85742809,"BOA","TIW"
301990.369596739,"BOA","CAV"
263523.774734497,"BOA","SAE"
254708.200267141,"BOA","SPO"
256588.325834211,"BOA","MLL"
239294.030319627,"BOA","ABU"
251011.700589699,"BOA","TUI"
233999.754315845,"BOA","SAM"
260593.746689809,"BOA","MLO"
239874.4994821,"BOA","MPH"
277797.640395834,"BOA","ROM"
273611.24130422,"BOA","AAV"
205798.867515112,"ORL","MNL"
105716.108557417,"ORL","CHO"
89432.5951760562,"ORL","IND"
73418.5037227379,"ORL","STO"
115683.679621939,"ORL","TZA"
103496.282412266,"ORL","MNU"
77677.9591026629,"ORL","VIL"
81278.4794395673,"ORL","SIL"
138719.165647521,"ORL","NAN"
137106.9073705,"ORL","STF"
128243.887491213,"ORL","NAI"
163930.728318265,"ORL","GTR"
121862.572174204,"ORL","NOV"
137218.724596647,"ORL","MIC"
155861.602670768,"ORL","DAS"
124666.640777146,"ORL","TAC"
154641.085981381,"ORL","MRA"
118313.036531214,"ORL","TEN"
149733.720064338,"ORL","MAU"
148213.547257259,"ORL","PLW"
129522.784623839,"ORL","PIL"
136600.717109569,"ORL","GUA"
142864.754729505,"ORL","KWT"
146336.365787915,"ORL","AMA"
130417.990447121,"ORL","TAR"
133369.068089161,"ORL","MBC"
117762.13034717,"ORL","MTN"
149141.697552697,"ORL","PLL"
175141.818773442,"ORL","MNI"
180212.895460986,"ORL","SUT"
136058.613336734,"ORL","CAR"
149627.069666496,"ORL","MTP"
228303.551879232,"ORL","BOO"
209077.245920502,"ORL","CGI"
207211.99127628,"ORL","ODI"
110135.661576688,"ORL","IMU"
99821.5999513635,"ORL","KLR"
93730.4305486659,"ORL","APN"
93071.4150560152,"ORL","TAT"
195506.15860588,"ORL","BAC"
179688.048943746,"ORL","RSO"
228512.104197894,"ORL","STT"
214570.228793995,"ORL","CLT"
207292.951447022,"ORL","SJ2"
211342.895441078,"ORL","TAA"
204313.313293929,"ORL","STS"
202730.809519681,"ORL","BLY"
200139.428490514,"ORL","CLG"
195766.184632576,"ORL","LBA"
198977.027024294,"ORL","PGC"
252013.873887885,"ORL","GUM"
220571.068246722,"ORL","LAU"
208238.798145923,"ORL","ALM"
224852.920016745,"ORL","MLV"
214643.717832761,"ORL","NUG"
182403.666383374,"ORL","AGO"
163941.774631558,"ORL","STA"
169486.975539164,"ORL","TNA"
175093.238667945,"ORL","CPC"
190534.527896958,"ORL","BTG"
185088.107457478,"ORL","PAR"
175448.767614201,"ORL","CRA"
154119.693604903,"ORL","QPT"
160249.949151555,"ORL","LBO"
150947.033090934,"ORL","ALI"
135871.475931851,"ORL","IBN"
188593.113249173,"ORL","BAU"
193784.098234389,"ORL","LEM"
194017.937545478,"ORL","LIP"
186523.834451961,"ORL","SAY"
175517.43664884,"ORL","MCB"
216745.550591048,"ORL","APA"
232846.188756268,"ORL","CUE"
236748.728846128,"ORL","NHV"
211359.103464846,"ORL","TUY"
217170.531725156,"ORL","AQE"
212379.716740468,"ORL","MTK"
73842.5046526289,"ORL","PCA"
54982.1813278923,"ORL","TAB"
69967.1372080654,"ORL","RXS"
66244.0711790044,"ORL","BAT"
98207.5081115452,"ORL","BRP"
101323.606023574,"ORL","CUG"
143594.645205159,"ORL","BOP"
127683.040620248,"ORL","SLU"
109069.511581134,"ORL","NAP"
122995.673380248,"ORL","GHG"
57528.1445796852,"ORL","TAY"
63566.8768486495,"ORL","LZB"
89608.6178519344,"ORL","BRT"
80772.546881182,"ORL","TUG"
75572.4419730029,"ORL","LOP"
68747.3368328763,"ORL","RZP"
67889.7640418738,"ORL","NAR"
50473.904783931,"ORL","BTS"
54814.6244540768,"ORL","SFS"
217665.933392757,"ORL","SIA"
254933.00790661,"ORL","STR"
78183.6407581704,"ORL","BLT"
107953.33581348,"ORL","RTB"
30307.5655467782,"ORL","KAT"
17763.1023938843,"ORL","ORI"
41606.0717909818,"ORL","MAB"
56129.8724139287,"ORL","KIP"
24086.2283189983,"ORL","CGY"
25543.7092923605,"ORL","POL"
42931.8682327099,"ORL","ALC"
36639.0776321275,"ORL","FAM"
23018.4940583095,"ORL","EUQ"
49031.9961195351,"ORL","ALE"
72811.3095668431,"ORL","CSB"
100128.368701093,"ORL","AHE"
60781.3647203822,"ORL","CFA"
124960.863353107,"ORL","CLB"
36891.9956946294,"ORL","BNA"
24604.0288454396,"ORL","MIO"
51776.5202662105,"ORL","BUS"
52736.1638844393,"ORL","DPL"
51254.9032858811,"ORL","SNO"
12846.404640736,"ORL","BOA"
0,"ORL","ORL"
9115.89854395724,"ORL","AMU"
75145.8258870035,"ORL","KAL"
66129.9908217355,"ORL","CNN"
68337.6990804688,"ORL","ROD"
73232.9829527058,"ORL","SLM"
78241.111327947,"ORL","LUN"
81780.5838034902,"ORL","GGM"
67044.7157060404,"ORL","BIN"
57926.8386609896,"ORL","BTC"
46822.4027069702,"ORL","SC2"
50739.3477847632,"ORL","MEY"
52514.5834198329,"ORL","AGT"
40086.5196852157,"ORL","PSL"
40326.3863230878,"ORL","LAO"
58283.8244182225,"ORL","BLC"
49199.312488044,"ORL","VZA"
48592.9370149087,"ORL","VIG"
57300.6332644308,"ORL","CND"
55217.4072476473,"ORL","LAC"
47343.6998952069,"ORL","4BA"
39121.4350116135,"ORL","BUN"
56441.2747692161,"ORL","BMB"
43165.9409323382,"ORL","CBT"
62618.6180020053,"ORL","ARI"
59308.8329331676,"ORL","TNY"
70516.3014889422,"ORL","KIW"
57418.9563334362,"ORL","TBC"
76330.0572899791,"ORL","URD"
77654.279122791,"ORL","IBA"
63248.0987474715,"ORL","TOB"
37026.8211963339,"ORL","KLM"
11001.2526193671,"ORL","DUL"
45027.2129539394,"ORL","PGB"
26860.856133799,"ORL","CDY"
28222.660078798,"ORL","TLS"
20875.4875672369,"ORL","ANT"
94288.5154415881,"ORL","TGL"
98722.2078658981,"ORL","KOL"
88513.5824300326,"ORL","MIN"
84974.8060102327,"ORL","CAI"
89646.0928348241,"ORL","MSA"
74638.8266108294,"ORL","KAR"
56223.4377099197,"ORL","BAR"
64468.8252924259,"ORL","KIN"
70864.449423826,"ORL","SIR"
68408.1838784709,"ORL","BAN"
50168.4176977143,"ORL","IGN"
39525.6384972511,"ORL","SDG"
49359.4430155063,"ORL","MTI"
384584.803591622,"ORL","HNG"
365397.469755077,"ORL","TIA"
382545.159698485,"ORL","SPB"
405927.960187172,"ORL","LIG"
428683.39523788,"ORL","SAG"
355411.54015551,"ORL","NAL"
425125.966106423,"ORL","DPG"
451691.242340864,"ORL","MEX"
464009.074828644,"ORL","SAR"
427286.397072475,"ORL","NAB"
479577.598315763,"ORL","LUE"
533918.964262984,"ORL","HNB"
502516.493291519,"ORL","LEG"
504565.613923111,"ORL","VIC"
336199.868944042,"ORL","NAC"
398887.326724227,"ORL","VTO"
297342.599526135,"ORL","BOR"
319635.799710765,"ORL","LPO"
370651.835690703,"ORL","BNG"
312752.22693508,"ORL","NOR"
286979.063721169,"ORL","TGD"
339067.52416797,"ORL","BCT"
390454.492321009,"ORL","PPP"
359417.559712917,"ORL","TTO"
406352.2737089,"ORL","DIN"
376398.71371477,"ORL","HIL"
412813.897057902,"ORL","SAI"
327706.291200174,"ORL","ARY"
382756.029436165,"ORL","TOO"
354809.754661327,"ORL","BSO"
76985.8972930639,"ORL","BUR"
86808.8606623253,"ORL","PPB"
91063.4398491605,"ORL","LAB"
82749.8492620889,"ORL","PNB"
70970.4236796077,"ORL","BCL"
89562.6792516872,"ORL","PMT"
85602.6805438496,"ORL","TGW"
59194.6926255504,"ORL","CDB"
68474.2678829478,"ORL","XSO"
55712.3993555002,"ORL","BMN"
73194.0035937791,"ORL","TGT"
62440.8216102109,"ORL","PDC"
68275.3203461739,"ORL","CUR"
58834.955587686,"ORL","ZAM"
78048.6262948084,"ORL","AOO"
74898.2963760005,"ORL","SIY"
64352.0531578221,"ORL","DIC"
60526.336590243,"ORL","PAG"
70940.9389749056,"ORL","MSB"
55722.4267169309,"ORL","KAS"
61459.8363407185,"ORL","VTL"
51219.7655793785,"ORL","CGP"
63059.3539295486,"ORL","SMA"
44432.4496845804,"ORL","BLU"
48106.5960055959,"ORL","SJI"
56885.3213924312,"ORL","KUM"
41311.1473141042,"ORL","CLM"
227233.551244808,"ORL","TON"
240375.821783873,"ORL","GUN"
268759.670114848,"ORL","UPT"
271357.749088897,"ORL","DAR"
249039.541773514,"ORL","LOB"
284676.300708934,"ORL","LEY"
234840.989361197,"ORL","ALB"
185330.475713985,"ORL","TAL"
185869.43908403,"ORL","FLB"
177420.341131535,"ORL","ANG"
307444.686999822,"ORL","LTB"
319391.341504264,"ORL","BAY"
295222.942713094,"ORL","PTR"
291807.268438303,"ORL","MAN"
289912.385532253,"ORL","HIM"
296126.404091297,"ORL","SMR"
313966.238470163,"ORL","IRN"
301565.732916844,"ORL","SSI"
259490.189885972,"ORL","TLD"
246279.385671036,"ORL","PGA"
246253.820672077,"ORL","LUB"
273631.294959082,"ORL","PGS"
268791.476623385,"ORL","POR"
288958.487445918,"ORL","MLB"
279605.368302692,"ORL","SOR"
280841.723180264,"ORL","TAS"
284336.688268758,"ORL","TLG"
297054.62153857,"ORL","PAN"
281886.981016709,"ORL","CDO"
288999.056792048,"ORL","OTP"
322812.657243736,"ORL","OZC"
313308.932973374,"ORL","GAP"
329810.570491146,"ORL","TBU"
325876.720752298,"ORL","TIW"
313527.881301692,"ORL","CAV"
275661.934445029,"ORL","SAE"
266433.599173165,"ORL","SPO"
268956.281692636,"ORL","MLL"
251402.199716712,"ORL","ABU"
263856.669187466,"ORL","TUI"
246835.689328216,"ORL","SAM"
273423.343318984,"ORL","MLO"
252718.334530515,"ORL","MPH"
290634.166590465,"ORL","ROM"
286457.584645885,"ORL","AAV"
204607.677887962,"AMU","MNL"
110448.818133395,"AMU","CHO"
92351.0158438929,"AMU","IND"
80867.9301794518,"AMU","STO"
120185.752914227,"AMU","TZA"
106335.955549834,"AMU","MNU"
82192.0977903789,"AMU","VIL"
86400.9092097901,"AMU","SIL"
144042.576074995,"AMU","NAN"
143157.599977245,"AMU","STF"
135189.657351936,"AMU","NAI"
168947.018691225,"AMU","GTR"
128262.044849858,"AMU","NOV"
143879.535106862,"AMU","MIC"
161655.995530063,"AMU","DAS"
126986.374087084,"AMU","TAC"
156194.165267256,"AMU","MRA"
119480.04557513,"AMU","TEN"
150592.10684847,"AMU","MAU"
150491.512710092,"AMU","PLW"
130050.219476863,"AMU","PIL"
137932.629789666,"AMU","GUA"
145931.29227781,"AMU","KWT"
150774.473576929,"AMU","AMA"
133903.963653408,"AMU","TAR"
137525.78253986,"AMU","MBC"
120991.375989896,"AMU","MTN"
152844.008531523,"AMU","PLL"
181564.876401715,"AMU","MNI"
187176.723554359,"AMU","SUT"
144474.227794176,"AMU","CAR"
157735.078333919,"AMU","MTP"
234875.359609414,"AMU","BOO"
215249.251749365,"AMU","CGI"
214583.315147053,"AMU","ODI"
117008.385823736,"AMU","IMU"
108479.609759686,"AMU","KLR"
100314.326923318,"AMU","APN"
100510.272512191,"AMU","TAT"
201409.08478429,"AMU","BAC"
185151.005520566,"AMU","RSO"
227504.403439245,"AMU","STT"
213672.761604515,"AMU","CLT"
206413.563031457,"AMU","SJ2"
210711.329494862,"AMU","TAA"
203604.90880359,"AMU","STS"
201892.592338812,"AMU","BLY"
198683.666212479,"AMU","CLG"
195445.586884096,"AMU","LBA"
198181.185362164,"AMU","PGC"
256907.635225087,"AMU","GUM"
222677.761768806,"AMU","LAU"
208391.0347684,"AMU","ALM"
224877.585353077,"AMU","MLV"
214666.888232169,"AMU","NUG"
182588.867108742,"AMU","AGO"
165588.880898775,"AMU","STA"
169544.979309368,"AMU","TNA"
176952.941589729,"AMU","CPC"
189423.17822055,"AMU","BTG"
184454.225101586,"AMU","PAR"
174512.598865329,"AMU","CRA"
154067.499740959,"AMU","QPT"
159418.438857072,"AMU","LBO"
151975.187954539,"AMU","ALI"
137131.774417988,"AMU","IBN"
186473.786345444,"AMU","BAU"
191470.519998288,"AMU","LEM"
192363.509816589,"AMU","LIP"
184750.817435819,"AMU","SAY"
173740.148792885,"AMU","MCB"
214704.351457609,"AMU","APA"
230484.363680886,"AMU","CUE"
234901.110348946,"AMU","NHV"
209948.950498871,"AMU","TUY"
215899.178038876,"AMU","AQE"
211306.340671281,"AMU","MTK"
76330.1465179275,"AMU","PCA"
55050.3997713267,"AMU","TAB"
69967.4505176146,"AMU","RXS"
70698.6033774153,"AMU","BAT"
103238.472799405,"AMU","BRP"
104478.158312762,"AMU","CUG"
148435.630381132,"AMU","BOP"
131205.19510268,"AMU","SLU"
110330.307705389,"AMU","NAP"
125516.663841346,"AMU","GHG"
56108.3204767592,"AMU","TAY"
61492.2268542082,"AMU","LZB"
89699.9222542652,"AMU","BRT"
77313.7240766405,"AMU","TUG"
73829.3521760777,"AMU","LOP"
65234.6109878092,"AMU","RZP"
65139.6136828396,"AMU","NAR"
54106.0333713775,"AMU","BTS"
58149.2822483223,"AMU","SFS"
225256.568557303,"AMU","SIA"
263687.224545582,"AMU","STR"
83917.4320658595,"AMU","BLT"
115643.91609072,"AMU","RTB"
35236.4990925986,"AMU","KAT"
26729.9301181859,"AMU","ORI"
42133.6226836026,"AMU","MAB"
65217.3388002427,"AMU","KIP"
15026.2440765872,"AMU","CGY"
17258.9640886399,"AMU","POL"
38624.0821950663,"AMU","ALC"
29702.16918054,"AMU","FAM"
16666.0936643348,"AMU","EUQ"
56447.3931660526,"AMU","ALE"
80591.6998322146,"AMU","CSB"
109241.284807233,"AMU","AHE"
69377.0291550263,"AMU","CFA"
133919.069972599,"AMU","CLB"
32731.6681603829,"AMU","BNA"
19539.1345808277,"AMU","MIO"
49404.618549665,"AMU","BUS"
49122.0198799698,"AMU","DPL"
45996.1395294285,"AMU","SNO"
13200.0977059823,"AMU","BOA"
9115.89854395724,"AMU","ORL"
0,"AMU","AMU"
66629.0352144691,"AMU","KAL"
58164.435705274,"AMU","CNN"
62308.468490827,"AMU","ROD"
65439.8435432838,"AMU","SLM"
71330.1857058313,"AMU","LUN"
75874.6828057573,"AMU","GGM"
58333.0690331175,"AMU","BIN"
48812.8355054875,"AMU","BTC"
37706.6581261081,"AMU","SC2"
41763.193203116,"AMU","MEY"
43452.9396627119,"AMU","AGT"
31269.279001851,"AMU","PSL"
31237.0739833872,"AMU","LAO"
50459.0934926125,"AMU","BLC"
42488.6341940986,"AMU","VZA"
40827.5661208201,"AMU","VIG"
51286.6316429261,"AMU","CND"
46887.5853191056,"AMU","LAC"
38519.5946336422,"AMU","4BA"
30072.0070098138,"AMU","BUN"
47767.984510329,"AMU","BMB"
34926.7998104926,"AMU","CBT"
63275.9812041759,"AMU","ARI"
65732.4559515752,"AMU","TNY"
72891.0906925523,"AMU","KIW"
61347.7492663833,"AMU","TBC"
79342.1981615527,"AMU","URD"
78886.7219166245,"AMU","IBA"
65749.6501794912,"AMU","TOB"
41599.2488884111,"AMU","KLM"
15520.4915468639,"AMU","DUL"
52908.4106270358,"AMU","PGB"
25607.2631382803,"AMU","CDY"
36650.4560315862,"AMU","TLS"
25204.2077236809,"AMU","ANT"
94120.7804682423,"AMU","TGL"
100367.029526547,"AMU","KOL"
87542.7711767768,"AMU","MIN"
84909.8204093722,"AMU","CAI"
90300.3252428755,"AMU","MSA"
74111.5837240958,"AMU","KAR"
53211.1950851841,"AMU","BAR"
60132.6393525478,"AMU","KIN"
69205.1873154362,"AMU","SIR"
65546.3562058806,"AMU","BAN"
51251.4839113676,"AMU","IGN"
39222.1329120722,"AMU","SDG"
47835.7947653475,"AMU","MTI"
393177.252464073,"AMU","HNG"
373845.816454552,"AMU","TIA"
391457.861759612,"AMU","SPB"
414961.84145849,"AMU","LIG"
437228.232709821,"AMU","SAG"
364210.139201452,"AMU","NAL"
433876.514556851,"AMU","DPG"
460026.157646544,"AMU","MEX"
472607.636843381,"AMU","SAR"
435552.488316874,"AMU","NAB"
488017.312072666,"AMU","LUE"
542370.298710239,"AMU","HNB"
510933.449117646,"AMU","LEG"
513153.153695766,"AMU","VIC"
344477.902638518,"AMU","NAC"
407078.633836013,"AMU","VTO"
306457.62465713,"AMU","BOR"
328623.295469341,"AMU","LPO"
379763.64475622,"AMU","BNG"
321823.535305385,"AMU","NOR"
296062.750300306,"AMU","TGD"
348182.276308307,"AMU","BCT"
399565.446156358,"AMU","PPP"
368198.205624291,"AMU","TTO"
415392.329558779,"AMU","DIN"
385335.146080086,"AMU","HIL"
421735.079543448,"AMU","SAI"
336728.355871983,"AMU","ARY"
391842.828139997,"AMU","TOO"
363792.112245623,"AMU","BSO"
70331.8029285389,"AMU","BUR"
79886.3635480545,"AMU","PPB"
85759.8179564794,"AMU","LAB"
76840.2516948326,"AMU","PNB"
63555.850191914,"AMU","BCL"
85053.160969712,"AMU","PMT"
80439.452036057,"AMU","TGW"
50727.0190339653,"AMU","CDB"
60422.8666101465,"AMU","XSO"
47448.217901435,"AMU","BMN"
68090.6925172962,"AMU","TGT"
58334.5422901881,"AMU","PDC"
64213.286296036,"AMU","CUR"
54268.9714993309,"AMU","ZAM"
73537.8124545779,"AMU","AOO"
69145.9857452072,"AMU","SIY"
58734.1871483407,"AMU","DIC"
54713.9691287025,"AMU","PAG"
64743.7111337175,"AMU","MSB"
50637.1051603317,"AMU","KAS"
54637.8288665212,"AMU","VTL"
44792.3207684916,"AMU","CGP"
55427.8241313493,"AMU","SMA"
36033.9598442389,"AMU","BLU"
40862.4552310759,"AMU","SJI"
49325.9968220903,"AMU","KUM"
33742.7959072053,"AMU","CLM"
235720.801158905,"AMU","TON"
249403.376906139,"AMU","GUN"
277548.856183683,"AMU","UPT"
280330.3174638,"AMU","DAR"
256527.393403834,"AMU","LOB"
292978.898201756,"AMU","LEY"
242737.910076545,"AMU","ALB"
194086.475771563,"AMU","TAL"
194870.385684079,"AMU","FLB"
185596.138181206,"AMU","ANG"
306278.048891924,"AMU","LTB"
319006.012947394,"AMU","BAY"
294194.904746739,"AMU","PTR"
289776.34770631,"AMU","MAN"
288564.723601086,"AMU","HIM"
294520.624253774,"AMU","SMR"
313234.544294326,"AMU","IRN"
300946.407885122,"AMU","SSI"
258184.939724387,"AMU","TLD"
245830.263241012,"AMU","PGA"
244911.967252657,"AMU","LUB"
272725.86898611,"AMU","PGS"
267116.27671968,"AMU","POR"
288193.159265911,"AMU","MLB"
277961.867382122,"AMU","SOR"
279582.228000558,"AMU","TAS"
282487.776453362,"AMU","TLG"
297044.485404757,"AMU","PAN"
281530.524572509,"AMU","CDO"
290452.578927869,"AMU","OTP"
323308.46943206,"AMU","OZC"
313328.996624983,"AMU","GAP"
330048.746211267,"AMU","TBU"
325872.177046575,"AMU","TIW"
314796.972227097,"AMU","CAV"
275857.547758352,"AMU","SAE"
267406.591068493,"AMU","SPO"
268621.15873055,"AMU","MLL"
251668.185808762,"AMU","ABU"
261251.874357804,"AMU","TUI"
244458.908418993,"AMU","SAM"
271125.223406623,"AMU","MLO"
249822.276544854,"AMU","MPH"
288224.982633282,"AMU","ROM"
283739.996573834,"AMU","AAV"
231984.94942574,"KAL","MNL"
139518.946047033,"KAL","CHO"
113052.471409631,"KAL","IND"
130681.344754353,"KAL","STO"
146494.04183842,"KAL","TZA"
123754.686811266,"KAL","MNU"
114637.250304839,"KAL","VIL"
121589.625992201,"KAL","SIL"
173625.983147805,"KAL","NAN"
177997.10160461,"KAL","STF"
177074.162503232,"KAL","NAI"
194505.569613415,"KAL","GTR"
166706.863774625,"KAL","NOV"
183115.096375033,"KAL","MIC"
193391.204156189,"KAL","DAS"
137628.306819896,"KAL","TAC"
157927.788836327,"KAL","MRA"
123328.82326944,"KAL","TEN"
147935.931139951,"KAL","MAU"
157987.768954231,"KAL","PLW"
127703.80262757,"KAL","PIL"
140191.898615786,"KAL","GUA"
159473.618772958,"KAL","KWT"
173527.205553148,"KAL","AMA"
151685.00682836,"KAL","TAR"
159544.916270216,"KAL","MBC"
138667.152916663,"KAL","MTN"
170201.818532935,"KAL","PLL"
216988.888006169,"KAL","MNI"
226640.990083565,"KAL","SUT"
197806.545240122,"KAL","CAR"
207844.111914325,"KAL","MTP"
269563.280026875,"KAL","BOO"
247336.793897817,"KAL","CGI"
256560.015814005,"KAL","ODI"
159663.867958263,"KAL","IMU"
165310.28598401,"KAL","KLR"
142569.115432112,"KAL","APN"
148413.874697066,"KAL","TAT"
231925.922080386,"KAL","BAC"
213074.212450442,"KAL","RSO"
255103.929187859,"KAL","STT"
242491.480363706,"KAL","CLT"
235645.251816802,"KAL","SJ2"
241273.633783652,"KAL","TAA"
233997.768814141,"KAL","STS"
231572.523955212,"KAL","BLY"
224666.250148785,"KAL","CLG"
228493.110411868,"KAL","LBA"
228284.685962823,"KAL","PGC"
314132.190208256,"KAL","GUM"
267913.457130105,"KAL","LAU"
243639.708751711,"KAL","ALM"
258815.710427484,"KAL","MLV"
248947.363270341,"KAL","NUG"
219083.454630429,"KAL","AGO"
210390.038555468,"KAL","STA"
205978.090635438,"KAL","TNA"
222332.932745098,"KAL","CPC"
