"datestamp","MunicipalPcode","pop.group","pop","need.health","need.water","need.food","need.nfi","need.education","need.livlihood","need.security","need.basicservices"
2017-01-01,"MIC","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"DAS","idp",21095.25,0.212045365662886,0.183294225003259,0.181221483509321,0.0450788684656499,0.107477512710207,0.344961543475427,0.0324468778516491,0.372187459262156
2017-01-01,"DAS","resident",81878.5,0.257859206018674,0.156455296567475,0.110087660374824,0.0671088869483442,0.249937865251562,0.322526365285148,0.134718210519245,0.437156579566064
2017-01-01,"DAS","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"TAC","idp",61448.75,0.153203401208324,0.254262698590289,0.14599149697919,0.289294249272768,0.585279480868203,0.306970686954576,0.194170507943612,0.215833072275677
2017-01-01,"TAC","resident",201995.75,0.135874504785373,0.220210610866813,0.128244727921256,0.178728983159299,0.13738349693001,0.286713272432712,0.211633561597212,0.132736443712306
2017-01-01,"TAC","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MRA","idp",4859.25,0.282144878324844,0.67719298245614,0.43180531975099,0.596547821165818,0.590067911714771,0.640067911714771,0.301895868704018,0.65073571024335
2017-01-01,"MRA","resident",16079.25,0.239464682743287,0.648819907644946,0.370283906276723,0.312014708397469,0.526817171198905,0.516033863519754,0.285804686163845,0.63823328202497
2017-01-01,"MRA","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"TEN","idp",26204.75,0.176258788960017,0.326724735019414,0.0215563018155105,0.0315846363731766,0.374114807429951,0.52767551684332,0,0.246436142302445
2017-01-01,"TEN","resident",49054.5,0.0756822513734724,0.201201928467317,0.0213998206076914,0.0268791344321112,0.280725417647718,0.457328175804462,0,0.297438053593452
2017-01-01,"TEN","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MAU","idp",4268,0.100322164948454,0.192976804123711,0.0797036082474227,0.0693298969072165,0.131636597938144,0.353479381443299,0.290335051546392,0.0316365979381443
2017-01-01,"MAU","resident",55470.25,0.122081205691339,0.13895196073571,0.0741163055872292,0.0802587873680036,0.214074661642953,0.338520648455704,0.360244906053245,0.0575231768380348
2017-01-01,"MAU","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"PLW","idp",23545.5,0.341742583508526,0.67919878533053,0.75461924783929,0,1,0.0939032936229853,0,0
2017-01-01,"PLW","resident",23028.5,0.349367088607595,0.635472892285646,0.691443754478147,0,0.910437067112491,0.0740148077382374,0.010066873656556,0.00335562455218534
2017-01-01,"PLW","return",1452,0.29157196969697,0.652367424242424,0.693181818181818,0,1,0,0,0
2017-01-01,"PIL","idp",2865.5,0.425671785028791,0.531190019193858,0.632773512476008,0,1,0.151919385796545,0.0614203454894434,0
2017-01-01,"PIL","resident",23149.5,0.371312663340461,0.460382513661202,0.6142017106201,0,0.975528629128059,0.152114516512236,0.293110002375861,0
2017-01-01,"PIL","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"GUA","idp",6003.25,0.0883188273018782,0.0247824095281722,0.103710490151168,0.0538250114521301,0.124461749885479,0.128973889143381,0.0397617956939991,0.0695831424644984
2017-01-01,"GUA","resident",42064,0.0665925732217573,0.0171842311715481,0.0807825575313807,0.033230910041841,0.0923483263598326,0.10149385460251,0.0451882845188285,0.0532949790794979
2017-01-01,"GUA","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"KWT","idp",453725.25,0,0,0.240862834942512,0,0.000530331957500712,0.314902631052603,0,0.318550102732876
2017-01-01,"KWT","resident",162723,0,0,0.107270330561752,0,0.000887243966741026,0.177609342256473,0,0.190911241803556
2017-01-01,"KWT","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"AMA","idp",85596.5,0.0056560431793356,0.0595193728715543,0.167607466426781,0.00852181456017477,0,0.240451712394782,0.00856197391248474,0.166205101844117
2017-01-01,"AMA","resident",131285,0.00627565982404692,0.0324193548387097,0.082684331797235,0,0,0.154218684541265,0.00795454545454545,0.0913217427733557
2017-01-01,"AMA","return",126.5,0.0326086956521739,0,0.0869565217391304,0,0.061304347826087,0.161739130434783,0,0.05
2017-01-01,"TAR","idp",74563.5,0.226333259570701,0,0,0,0.147953086966143,0.183672641439847,0,0.0700597477317991
2017-01-01,"TAR","resident",28553.25,0.266146585765193,0,0,0,0.124617162669749,0.291582394298372,0.134912838293364,0.106828469613792
2017-01-01,"TAR","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MBC","idp",18210.5,0.0539942615524011,0.080942313500453,0.42117185140441,0.0811235276351555,0.00869827846572033,0.500354877680459,0.0047568710359408,0.211363636363636
2017-01-01,"MBC","resident",63255.5,0.0411616381184245,0.0435005651682462,0.17711503347535,0.0404030084340492,0.0355925571689418,0.200476045561256,0,0.0619967828884445
2017-01-01,"MBC","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MTN","idp",39039,0,0,0,0,0.121301775147929,0.260650887573964,0.118047337278106,0.321301775147929
2017-01-01,"MTN","resident",94501,0.00110580840414387,0.00788033989058317,0,0,0.000552904202071936,0.139541380514492,0.0118205098358748,0.410714701431731
2017-01-01,"MTN","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"PLL","idp",89391.5,0.00549283209253676,0.0270488525195349,0.243053590106442,0.0474481634159847,0.0128253245554667,0.369317972066695,0.00127053467052237,0.264437334645912
2017-01-01,"PLL","resident",95680.75,0.00228494237346593,0.00521512948006783,0.102447331359756,0.00128761532492168,0.00623688673008939,0.171938320926623,0,0.147638892880752
2017-01-01,"PLL","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MNI","idp",144386,0.712679033978364,0.482135646807862,0.723639151302758,0.547874447661131,0.713048529635837,0.666082584184062,0.208924081974707,0.932717507237544
2017-01-01,"MNI","resident",608671.25,0.534701922425283,0.346826529920708,0.17721056317347,0.178579754670522,0.457982018207694,0.485544310660311,0.0996530146610342,0.788022454650191
2017-01-01,"MNI","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"SUT","idp",16571.5,0.570146033853302,0.467233654165284,0.545627281778958,0.347809492200465,0.603625954198473,0.752585462993694,0.115441420511118,0.921614669764354
2017-01-01,"SUT","resident",146740,0.436272488755622,0.338732196401799,0.195427286356822,0.103368628185907,0.417241379310345,0.633105322338831,0.0668103448275862,0.821429910044978
2017-01-01,"SUT","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"CAR","idp",8668,0.723842005076142,0.259295685279188,0.614133883248731,0.435723350253807,0.730456852791878,0.718829314720812,0.166560913705584,0.992671319796954
2017-01-01,"CAR","resident",201599.75,0.680514670777121,0.312508014022835,0.281469533072338,0.181883534081763,0.652132753140815,0.65494618668922,0.113013408994803,0.986693311871667
2017-01-01,"CAR","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MTP","idp",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MTP","resident",62364.5,0.744565217391304,0.533300996560543,0.314029014904313,0.223253814269336,0.703168268806773,0.70839580209895,0.112772290325426,1
2017-01-01,"MTP","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"BOO","idp",4680.5,0.0167743830787309,0,0,0.178378378378378,0.404847238542891,0.396562867215041,0.182726204465335,0.149236192714454
2017-01-01,"BOO","resident",247384.5,0.153265412748171,0.0148600457991507,0,0,0.397476044376264,0.349916071944685,0.19338024411392,0.147342092976722
2017-01-01,"BOO","return",68.75,0,0,0,0,0.4,0.4,0.2,0.15
2017-01-01,"CGI","idp",209,0.215789473684211,0,0,0,0.45,0.303289473684211,0.163815789473684,0.15
2017-01-01,"CGI","resident",44308,0.220919190665343,0,0,0,0.443470705064548,0.263865441906653,0.199131082423039,0.150825471698113
2017-01-01,"CGI","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"ODI","idp",1732.5,0.205253968253968,0,0,0.0853333333333333,0.468190476190476,0.268111111111111,0,0.203746031746032
2017-01-01,"ODI","resident",105572.5,0.158528002083876,0.00123469653555613,0.0015589997395155,0.00204740817921334,0.39367543631154,0.199331596769992,0.0100578275592602,0.128240166710081
2017-01-01,"ODI","return",646.25,0.218212765957447,0,0.00382978723404255,0.0568936170212766,0.49868085106383,0.244425531914894,0,0.0942127659574468
2017-01-01,"IMU","idp",2120.25,0.00518806744487678,0.00518806744487678,0,0,0.0181582360570687,0.259079118028534,0.276718547341115,0
2017-01-01,"IMU","resident",100927.75,0.0216928694041034,0.0240116073131522,0.021958529740334,0.0134846461949266,0.00890438952617095,0.237339582027738,0.232226642325822,0.00856243699081769
2017-01-01,"IMU","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"KLR","idp",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"KLR","resident",165,0,0,0,0,0.5,0.6,0,0
2017-01-01,"KLR","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"APN","idp",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"APN","resident",5293.75,0.330207792207792,0.19038961038961,0.10025974025974,0.0415584415584416,0.199480519480519,0.490961038961039,0.303896103896104,0.0755844155844156
2017-01-01,"APN","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"TAT","idp",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"TAT","resident",836,0.301809210526316,0.233717105263158,0.121710526315789,0.00855263157894737,0.0848684210526316,0.425328947368421,0.286019736842105,0.0817434210526316
2017-01-01,"TAT","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"BAC","idp",58811.5,0.297774244833068,0.417600299261199,0.442392219208828,0.13923594875152,0.120246890489105,0.422393154400075,0,0.505265126718414
2017-01-01,"BAC","resident",124613.5,0.127377852319372,0,0,0,0,0.191470627179238,0,0.266672551529329
2017-01-01,"BAC","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"RSO","idp",13180.75,0.28467556853745,0.0878051324848738,0.108919257250156,0.142186522011266,0.159284373044023,0.215313999582725,0.0849363655330691,0.401366576257042
2017-01-01,"RSO","resident",43956,0.153628628628629,0.00314064064064064,0,0,0.0278497247247247,0.0860641891891892,0.0295264014014014,0.248845720720721
2017-01-01,"RSO","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"STT","idp",165209,0.340431287036421,0.305708602436913,0.357508822158599,0.302833910380185,0.287219521938877,0.442038418003862,0.307496337971902,0.210450096544377
2017-01-01,"STT","resident",242693,0.289173049902552,0.223498617595069,0.271766645515116,0.167231904092825,0.198018741784889,0.304725671939446,0.0859991841544668,0.159438313012736
2017-01-01,"STT","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"CLT","idp",91894,0.246675245391429,0.313507002633469,0.351910761311946,0.389669619344027,0.176651903279866,0.48682666985875,0.199383528848456,0.23351837443141
2017-01-01,"CLT","resident",748473,0.203029885513572,0.30421296092177,0.272448304748468,0.25849352615258,0.172682531634408,0.234558294019958,0.0579034581073733,0.19837712916832
2017-01-01,"CLT","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"SJ2","idp",835307,0.35,0.55,0.3,0.25,0.25,0.4,0.15,0.25
2017-01-01,"SJ2","resident",807840,0.3,0.55,0.25,0.2,0.2,0.2,0.05,0.2
2017-01-01,"SJ2","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"TAA","idp",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"TAA","resident",20996.25,0.292992796332678,0.238912901113294,0.1841519318926,0.37977734119188,0.259135559921415,0.384819908316961,0.26030124426981,0.589404060248854
2017-01-01,"TAA","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"STS","idp",23515.25,0.294012396210969,0.3,0.159840954274354,0.5,0.240849023506023,0.391381125014618,0.30377148871477,0.366120921529646
2017-01-01,"STS","resident",80203.75,0.279701697239842,0.289459969141094,0.157833019029659,0.542609291959541,0.272326418652494,0.344699125664324,0.310425167152409,0.496723812789302
2017-01-01,"STS","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"BLY","idp",5711.75,0.3,0.216730861819933,0.249807414540202,0.333461723639865,0.2,0.333461723639865,0.43307655272027,0.53307655272027
2017-01-01,"BLY","resident",47390.75,0.3,0.214805895665293,0.1,0.329611791330587,0.270388208669413,0.370388208669413,0.3,0.4
2017-01-01,"BLY","return",275,0.294,0.294,0.188,0.376,0.276,0.47,0.458,0.488
2017-01-01,"CLG","idp",296901,0.205494424067282,0.116676855248046,0.266536993812752,0.287196658145308,0.076521803564151,0.266804675632618,0.22285484050239,0.392853173279982
2017-01-01,"CLG","resident",673725.25,0.213348653624011,0.197490111881661,0.196491299680396,0.165367707385169,0.130994199786931,0.25641880722149,0.083109991795617,0.311623284120641
2017-01-01,"CLG","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"LBA","idp",22904.75,0.267841277464281,0.263525033017169,0.253103613879217,0.279949573778365,0.275633329331252,0.388263897226558,0.190052827470285,0.337843678712931
2017-01-01,"LBA","resident",172084,0.206859658655075,0.226981590386091,0.142492329327538,0.25780730631552,0.262810822040399,0.407374232932754,0.231848472257735,0.455267994119151
2017-01-01,"LBA","return",82.5,0.3,0.3,0.2,0.4,0.3,0.5,0.3,0.5
2017-01-01,"PGC","idp",200532.75,0.3,0.597893610893981,0.348683506808738,0.200526597276505,0.201053194553009,0.350263298638252,0.150789895914757,0.250263298638252
2017-01-01,"PGC","resident",267624.5,0.299163566863273,0.592333381286093,0.295437637436034,0.203725929427239,0.201444748145256,0.252167122217884,0.0557029532049569,0.205184035841263
2017-01-01,"PGC","return",33,0.3,0.3,0.1,0.4,0.3,0.4,0.4,0.3
2017-01-01,"GUM","idp",139969.5,0.647937050571732,0.696561750952886,0.743811151715195,0.743123501905772,0.697937050571732,0.793811151715195,0.839685252858658,0.745874101143463
2017-01-01,"GUM","resident",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"GUM","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"LAU","idp",30610.25,0.731165214266463,0.689237265295122,0.60269068367622,0.39730931632378,0.486546581618902,0.783855897942683,0.386546581618902,0.870402479561585
2017-01-01,"LAU","resident",58531,0.532157959030258,0.632157959030258,0.487255685021612,0.434706822025935,0.392353411012968,0.587255685021612,0.33980454801729,0.76941364405187
2017-01-01,"LAU","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"ALM","idp",4290,0.655769230769231,0.701442307692308,0.486698717948718,0.636698717948718,0.671955128205128,0.733814102564103,0.421955128205128,0.819070512820513
2017-01-01,"ALM","resident",27321.25,0.657750377453447,0.627403120281832,0.578434826371414,0.596955208857574,0.662355309511827,0.634172118772018,0.527981882234524,0.674861600402617
2017-01-01,"ALM","return",316.25,0.776086956521739,0.65,0.723913043478261,0.8,0.8,0.747826086956522,0.704347826086957,0.873913043478261
2017-01-01,"MLV","idp",115291,0.407291766052858,0.495892567503101,0.63266029004866,0.350355405018605,0.319076185478485,0.533769439938937,0.208242295582483,0.836456444995707
2017-01-01,"MLV","resident",97982.5,0.187096547852933,0.199670221723267,0.234963513892787,0.170011226494527,0.190738142015156,0.264748807184957,0.177968004490598,0.602308447937132
2017-01-01,"MLV","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"NUG","idp",1097.25,0.45,0.6,0.75,0.35,0.4,0.6,0.25,0.5
2017-01-01,"NUG","resident",47506.25,0.256049204052098,0.336946454413893,0.356049204052098,0.227438494934877,0.258335745296671,0.322865412445731,0.211736613603473,0.27972503617945
2017-01-01,"NUG","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"AGO","idp",10109,0.1,0,0.1,0.2,0,0.25272034820457,0,0.44727965179543
2017-01-01,"AGO","resident",123032.25,0.0245870493305617,0,0.00746328706497687,0.1,0,0.192536712935023,0,0.332050336395539
2017-01-01,"AGO","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"STA","idp",1886.5,0.2,0,0.2,0.3,0,0.3,0.1,0.416909620991254
2017-01-01,"STA","resident",78080.75,0.112591131616948,0,0.115944070721657,0.2,0,0.212591131616948,0,0.344479273060261
2017-01-01,"STA","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"TNA","idp",178.75,0.3,0,0.1,0.2,0.1,0.3,0,0.4
2017-01-01,"TNA","resident",35224.75,0.0383246155047232,0,0.0148333203216488,0.1,0,0.174931688656413,0,0.323491295183074
2017-01-01,"TNA","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"CPC","idp",10183.25,0.2,0.1,0.2,0.3,0,0.3,0.1,0.4
2017-01-01,"CPC","resident",70840,0.1,0.1,0.1,0.2,0,0.2,0,0.3
2017-01-01,"CPC","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"BTG","idp",566062.75,0.205177297039948,0.388425532328351,0.00348132782098804,0.00602746780281868,0,0.306622587336828,0,0.305717034021405
2017-01-01,"BTG","resident",142210.75,0.2,0.3505810917951,0.010374567323497,0.00704078278189237,0,0.265814205325547,0,0.319231141105718
2017-01-01,"BTG","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"PAR","idp",481.25,0.2,0.34,0.1,0.068,0.068,0.3,0,0.36
2017-01-01,"PAR","resident",33536.25,0.2,0.260590405904059,0.0430012300123001,0,0.00423124231242312,0.2,0,0.351381713817138
2017-01-01,"PAR","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"CRA","idp",357.5,0.3,0.3,0,0,0,0.4,0,0.3
2017-01-01,"CRA","resident",27071,0.2,0.3,0,0,0,0.2,0,0.331856968711906
2017-01-01,"CRA","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"QPT","idp",41904.5,0.291895261845387,0.00459377871111694,0.291895261845387,0.401771886074288,0.0918952618453865,0.5,0.294159338495866,0.506332852080326
2017-01-01,"QPT","resident",52420.5,0.1,0.00108593012275732,0.0106494596579582,0.149512118350645,0,0.398914069877243,0.0505980484734026,0.411735389780716
2017-01-01,"QPT","return",302.5,0.3,0.1,0.2,0.4,0.236363636363636,0.681818181818182,0.2,0.518181818181818
2017-01-01,"LBO","idp",1122,0.11593137254902,0,0.168137254901961,0.41593137254902,0,0.5,0.18406862745098,0.68406862745098
2017-01-01,"LBO","resident",14894,0.0357828655834564,0,0.0642171344165436,0.135782865583456,0,0.3,0.0357828655834564,0.4
2017-01-01,"LBO","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"ALI","idp",65142,0.199620060790274,0,0.19628503883823,0.494427558257345,0,0.592570077676461,0.0981425194191152,0.498522458628842
2017-01-01,"ALI","resident",84634,0.03670392513647,0,0.019992851572654,0.122517546139849,0.0264361840395113,0.347316090460099,0.06655185859111,0.465914998700286
2017-01-01,"ALI","return",110,0.3,0.2,0.1,0.4,0.2,0.9,0.4,0.7
2017-01-01,"IBN","idp",33233.75,0.206917666528755,0,0.174199420769549,0.476930078609847,0,0.581530823334713,0.148125775755068,0.532718245759206
2017-01-01,"IBN","resident",91228.5,0.1,0,0,0.128241996744438,0,0.387692168565744,0,0.402088985349973
2017-01-01,"IBN","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"BAU","idp",32791,0.0233059376048306,0,0.0966286481046629,0.344389466621939,0.00160181147266018,0.489114391143911,0.144724924521972,0.477918483730292
2017-01-01,"BAU","resident",49541.25,0.0725117957257841,0.00475159589231196,0,0.168653899528171,0,0.313522064945878,0.115176242020538,0.522620038856508
2017-01-01,"BAU","return",46.75,0.1,0,0,0.3,0,0.3,0.1,0.6
2017-01-01,"LEM","idp",7757.75,0.206894718185041,0.107585962424672,0.0296880538816023,0.38014888337469,0.282701169797944,0.639436370081531,0.446650124069479,0.610155973059199
2017-01-01,"LEM","resident",38398.25,0.0610757000644561,0.0851894292057581,0.0495094177469025,0.117120246365394,0.0699205041896441,0.256316694120175,0.11338179474325,0.505288978013321
2017-01-01,"LEM","return",63.25,0.156521739130435,0.0565217391304348,0,0.291304347826087,0.0565217391304348,0.256521739130435,0,0.410869565217391
2017-01-01,"LIP","idp",35708.75,0.155933769734309,0,0.102641509433962,0.3,0.0440662302656912,0.398679245283019,0.101320754716981,0.552641509433962
2017-01-01,"LIP","resident",40037.25,0.114011951370286,0.0300157977883096,0.0459234837557525,0.122164983858781,0.0280239027405728,0.294553197334982,0.159983515351329,0.510172401950683
2017-01-01,"LIP","return",33,0.2,0,0,0.45,0,0.7,0.15,0.65
2017-01-01,"SAY","idp",7991.5,0.2,0,0.1,0.258017894012388,0.0419821059876118,0.458017894012388,0.158017894012388,0.579008947006194
2017-01-01,"SAY","resident",79018.5,0.1,0,0,0.163532748660124,0.0729345026797522,0.327065497320248,0.113532748660124,0.534323449571936
2017-01-01,"SAY","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"MCB","idp",250.25,0.1,0,0.1,0.2,0,0.3,0.1,0.65
2017-01-01,"MCB","resident",41456.25,0.00102819237147595,0,0,0.101028192371476,0.00102819237147595,0.2,0.1,0.559585406301824
2017-01-01,"MCB","return",46.75,0.1,0,0,0.2,0.1,0.2,0,0.2
2017-01-01,"APA","idp",417447.25,0.362531373724465,0.460997108017839,0.366634496933445,0.379448151832357,0.268108485563146,0.399048083320707,0.281018649661724,0.2
2017-01-01,"APA","resident",418055,0.280565057229312,0.260668004209972,0.283941586633338,0.21149026443889,0.187194777003026,0.286066635968951,0.0697605578213393,0.137792066833311
2017-01-01,"APA","return",0,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,"CUE","idp",203.5,0.25,0.120945945945946,0.220945945945946,0.170945945945946,0.241891891891892,0.270945945945946,0.179054054054054,0.179054054054054
2017-01-01,"CUE","resident",20009,0.216540681693238,0.109283947223749,0.264190489279824,0.2,0.2,0.219832325453546,0.114932655305113,0.153243540406817
2017-01-01,"CUE","return",0,NA,NA,NA,NA,NA,NA,NA,NA
